text,env
"If well-managed, this region can serve as a sanctuary for threatened biodiversity while providing high yields of foods central to the region’s unique cultural heritage.",1.0
"We will work to identify similarly resilient environments and reefs across the world’s oceans, and encourage our government and community partners to focus conservation efforts on these safe havens.",1.0
"Across North America, we seek to leverage our cutting-edge science, longstanding commitments to the places we work, and enduring partnerships with governments as well as First Nations and Indigenous communities to strengthen local stewardship and policy, and ensure these extraordinary ecosystems adapt and survive.",1.0
WCS research on corals in the Western Indian Ocean has helped prove the existence of climate refuges that are poised to survive even as water temperatures rise.,1.0
WCS’s track record of sustained conservation results also makes us a trusted partner of governments around the world.,0.0
PLANNED GIVING You can build a conservation legacy by designating WCS as a beneficiary in your will or trust.,1.0
"At this level of giving, you receive all the benefits of Conservation Patrons, plus exclusive invitations and insider access to WCS leadership and Program experts.",0.0
"WCS’s Conservation Patrons are saving wildlife and wild places by giving at the $1,500 to $24,999 level.",0.0
"Patrons receive special conservation impact updates, invitations to insider events, recognition in the WCS Impact Report, and the option to receive zoo benefits with access to our five NYC wildlife parks.",0.0
"WCS Corporate Partners provide vital operating support of our conservation efforts through philanthropic giving, corporate membership, sponsorship, and cause marketing.",
"A copy of this annual report may be obtained by writing to the Chair of the Board, Wildlife Conservation Society, New York 10460.",0.0
"“I want to earn a Masters degree in Business Administration,” she says.",0.0
"“I want to work in a rewarding job, preferably in a business environment so I can be part of implementing a diverse, inclusive atmosphere like they have built at Accenture.",0.0
"The former Covenant House New York resident is working hard toward a bachelor’s degree, followed by a master’s, and then a career as a pilot in the Navy.",0.0
I L D L I F E AWI seeks to reduce the detrimental impacts of human activities on wild animals.,1.0
environmental impact of its wildlife damage management programs.,1.0
"AWI is also working to protect beavers by funding and promoting innovations to prevent flooding from beaver dams, assisting Wildlife Services in obtaining nonlethal beaver management training for staff, and proposing a federal grant program to help local governments install water flow control devices—rather than rely on cruel traps—to protect roads from beaver-caused flooding.",1.0
In May to BLM officials on the dangerous overreliance on helicopters to remove horses from the range and the negative impacts such operations pose to equine welfare.,1.0
"For the second year in a row, AWI awarded scholarships of $ high school seniors in the United States who plan to use their post-secondary education to alleviate animal suffering.",0.0
The already active in promoting animal welfare in their schools and communities.,0.0
"Entrants submitted essays, photos, and videos addressing the causes of animal suffering and proposed solutions to these issues.",0.0
"AWI was pleased to award prizes for efforts to provide compassionate veterinary care to Indian street dogs, protect wildlife from toxic electronic waste, and work with a local animal shelter to engage fellow students in volunteer opportunities.",0.0
"The national government subsequently began working toward an animal welfare law that would ban import of cetaceans for display, tourist encounters with cetaceans (such as swim-with-dolphin programs), and cetacean displays in any new facilities.",0.0
"And with support from AWI and other organizations, a joint IWC/Convention on the Conservation of Migratory Species virtual workshop was held in April to identify and prioritize the research needed to advance our understanding of cetacean contributions to ecosystem functioning.",1.0
"A report from the workshop (published just after the close of the fiscal year) emphasizes the ways in which whales help mitigate climate change, transport nutrients, enhance marine productivity, and promote biodiversity in marine ecosystems.",1.0
Canada to present on concerns related to right whale entanglement and MSC snow crab certifications.,1.0
with producers to formulate disaster preparedness plans that would help avoid mass animal deaths in such situations.,0.0
changes to the NFPA code for animal housing that will provide better protections for farm animals.,0.0
"Among the problems documented by these records is the suffering of millions of birds at slaughter plants due to being crushed and asphyxiated, exposed to extreme weather, and immersed in scalding hot water without being properly rendered unconscious beforehand.",0.0
A&M University) for testing materials as environmental enrichment items for birds and other species; Dr.,0.0
a project assessing voluntary interaction of carp with novel environmental enrichment items that promote cognitive stimulation and agency.,1.0
"The transition was smooth and animal care personnel, veterinarians, researchers, and students were able to continue engaging in discussions related to improving the conditions under which animals are housed and cared for in research institutions.",0.0
"Popcorn enrichment for primates, eliminating boredom in cats, social housing of hamsters, and environmental enrichment for sheep were among the many topics of conversation.",0.0
We work to ensure diligent enforcement of these laws and fight efforts to roll back hard-won animal protections.,1.0
was signed into law at the end of included an impressive number of animal welfare wins that AWI championed and worked with members of Congress to help bring about.,0.0
"The bill provides significant funding for + programs to provide shelter to survivors of domestic violence and their companion animals, + conservation efforts on behalf of critically endangered North Atlantic right whales, + efforts to combat wildlife trafficking and dangerous wildlife practices that threaten global public health, and + Horse Protection Act enforcement.",1.0
"Conversely, the bill includes funding bans that, during the fiscal year, prevent + licensing of Class B dealers (who acquire animals from random sources and seek to sell them to laboratories for experimentation), + operation of horse slaughter facilities within the United States, and + sale to foreign slaughterhouses of wild horses and burros managed by the Bureau of Land Management and the US Forest Service.",0.0
"January, and a number of animal welfare bills AWI worked on and helped promote were reintroduced within the first six months.",0.0
"support efforts by local governments and nonprofit organizations to rescue and rehabilitate sick and injured marine mammals and efforts to determine the causes of such injuries and illnesses, and + the Save America’s Forgotten Equines (SAFE) Act (HR ban the slaughter of horses for human consumption, as well as their export for that purpose.",
"Due to the pandemic, the half-day meeting was held virtually, with from 15 animal protection organizations and approximately 15 USDA staff.",0.0
"We emphasized the need for the USDA to prevent animal suffering at horse shows, puppy mills, other animal dealers, zoos, circuses, handlers, and research laboratories, as well as during air travel.",0.0
We develop resources to help law enforcement officials prosecute animal abusers and help social service agencies address the relationship between animal cruelty and family violence.,0.0
"Randour serve on the boards and task forces of several partnerships involving law enforcement agencies, other government entities, and nongovernmental organizations working to combat animal cruelty.",0.0
"Reporting Act, which would require that data collected by the federal government from state child protection agencies include information about animal abuse as a risk factor for child abuse.",0.0
"widespread disruptions, one of several actions AWI took on behalf of wild and domestic animals was to provide emergency grants to two rescue facilities, housing a combined were facing catastrophic shortages of food, water, and critical supplies.",1.0
"The AWI Quarterly magazine is distributed to over and organizations, including public libraries, deans of medical and veterinary schools, laboratory technicians, scientists, farmers, teachers, law enforcement officers, shelters, animal protection organizations, members of Congress, and AWI members.",0.0
"veterinarians reporting animal abuse, and vets in the state may now make good-faith reports of suspected animal abuse to law enforcement in most cases.",0.0
All or require vets to report suspected animal cruelty.,0.0
"After a improve education and communication among vets regarding animal abuse, AWI developed posters for vet offices on abuse warning signs and what to do if abuse is suspected.",0.0
"While animal dissection remains commonplace in K– have been shown to be more effective, inclusive, and economical.",0.0
International transport of farm animals by sea vessel raises serious animal welfare issues.,0.0
A rule enacted by the USDA in to a petition filed by AWI requires inspections prior to export to ensure the animals meet the World Organisation for Animal Health’s fitness-to-travel standards.,0.0
"A United Nations Environment Programme report, Preventing the Next Pandemic: Zoonotic diseases and how to break the chain of transmission, identifies major trends driving the increasing emergence of zoonotic diseases— including increased demand for animal protein, a rise in intense and unsustainable farming, and increased use and exploitation of wildlife.",1.0
"The report also calls on nations to adopt animal welfare standards for the care, housing, and transport of live animals along the entire supply chain to reduce disease transmission.",0.0
"Higher-welfare alternatives exist, but deceptive labels on conventionally grown birds make it hard for consumers to analyze animal welfare claims.",0.0
"CARI’MAM comprises marine mammal stakeholders and experts in the Wider Caribbean and provides countries with a way to share information, combine resources, and cooperate on marine mammal conservation issues.",0.0
"Exotic and continued the animal abuse, lost his exhibitor’s license and faces a hefty fine or jail.",0.0
"general with wildlife trafficking, conspiracy, and animal cruelty.",0.0
"The exact number is unknown, as rodents are not covered under the Animal Welfare Act, the primary federal law for the protection of research animals.",0.0
The ability to exercise control over one’s environment is recognized as an important component of good welfare.,0.0
The monkeys showed clear preferences for certain sights (earthworms over forest scenes) and sounds (traffic over rain).,0.0
"A rare winter storm hit Texas in February burst pipelines, and water shortages.",1.0
"President Biden’s early executive orders (e.g., halting oil and gas activity in the Arctic National Wildlife Refuge, rejoining the Paris Agreement on climate change, establishing a bold vision for conserving habitat) are heartening, but it will take an ongoing record of truly courageous leadership to adequately confront the alarming crises that wildlife and the planet face.",1.0
"They found that over percent of the released waifs survived, most remained near their release location, and disease transmission was low—all extremely encouraging signs for a humane alternative to life-long captivity or euthanasia for these animals while aiding species conservation.",0.0
A raccoon in Tennessee was euthanized after spending untold days in agony dragging around a “dog-proof” trap that had nearly amputated the animal’s leg.,0.0
"Ocean travel is hard on animals to begin with, and delays can deplete food supplies quickly, potentially causing immense animal suffering.",1.0
"The recommendation applies to the population as a whole, however, not to individual ecosystems.",0.0
She’s making up for lost time with her grandson and started working at a manufacturing plant.,0.0
"Rainforest Action Network preserves forests, protects the climate and upholds human rights by challenging corporate power and systemic injustice through frontline partnerships and strategic campaigns.",1.0
"VISION Rainforest Action Network works toward a world where the rights and dignity of all communities are respected and where healthy forests, a stable climate and wild biodiversity are protected and celebrated.",1.0
"And while difficult for environmental organizing as the pandemic continues to impact the world, it has equally offered us opportunities to innovate, adapt, and secure milestone achievements across our campaigns.",1.0
"We witnessed three massive brands, Unilever, ColgatePalmolive and Nestle, publicly respond to our Keep Forests Standing campaign by releasing their forest footprints, acknowledging their destructive impact.",1.0
"And this past summer, after over a year of lockdowns, I was honored to be back on the frontlines in solidarity with hundreds of water protectors on Anishinaabe land in northern Minnesota.",0.0
"Preserve the Rainforests Tropical forests are one of our best natural solutions against the climate crisis, but big corporations continue to profit from their destruction.",1.0
"ecosystems and Indigenous territories must adopt and enforce policies to keep forests standing and uphold rights, immediately.",1.0
"To halt the worst of the climate crisis we have to keep fossil fuels in the ground — and in order to do so, banks and insurers must immediately cut off the money pipeline supporting fossil fuel expansion.",1.0
"And with the support of our network, we will continue to put our energy into outing and pressuring the corporations fueling the crisis.",1.0
"Indigenous water protectors, pipeline fighters and many other grassroots organizations are dedicating themselves to defending land rights.",1.0
That’s why Rainforest Action Network has been challenging the expansion of the fossil fuel sector any way we can — even through the challenging times of a global pandemic.,1.0
"fighting to protect their water, their community and our future.",1.0
However by carbon emissions may have already reached levels that could spark catastrophic impacts.,1.0
We must reduce emissions to as close to zero as possible as soon as possible.,1.0
"With fossil fuels as the main contributor to global emissions, this means corporate and government net zero commitments cannot be taken seriously without an immediate end to fossil fuel expansion and a clear and actionable plan to phase out fossil fuels overall as quickly as possible.",1.0
"Protecting forests, which act as carbon sinks and maximize carbon removal from the atmosphere, is also one of the cheapest and fastest means of reducing emissions.",1.0
"Net zero commitments from global brands cannot be taken seriously without proof of an immediate end to the expansion of industrial logging, monoculture plantations and livestock ranches into forests and other natural ecosystems in their supply chains.",1.0
"fossil fuels are extracted and burned, massive amounts of greenhouse gasses are released into our atmosphere.",1.0
"And the very forests and peatlands that serve as carbon sinks are not only destroyed, but instead release CO2, contributing to the rise in temperatures.",1.0
"Even the conservative International Energy Agency has made it clear that in order to salvage a livable future, countries should end all new fossil fuel exploration and production and stop fossil fuel subsidies.",1.0
"And yet, Wall Street and banks around the globe continue to pump billions into the fossil fuel sector.",1.0
"In March and the fossil fuel sector, Banking on Climate Chaos — the most comprehensive report of its kind.",1.0
We found an alarming if unsurprising disconnect between the global scientific consensus on climate change and the continued practices of the world’s largest financial institutions — the world’s have poured $3.8 trillion into fossil fuels since the Paris Agreement.,1.0
drivers of emissions in remaining the world’s worst fossil bank.,1.0
"From through 2020, Chase’s lending and underwriting activities have provided nearly $317 billion to fossil fuels.",1.0
That’s why Rainforest Action Network has been pressuring insurance companies to stop insuring disastrous fossil fuel projects that are threatening the very future of our planet.,1.0
"In the lead up, we delivered via billboard truck to make sure that they got the message to stop insuring fossil fuels.",1.0
"What their ads don’t say is that they are a top fossil fuel insurer, backing tar sands pipelines, coal mines, and oil and fracked gas extraction that is polluting communities and fueling climate destruction globally.",1.0
"In a scorecard report just released evaluating the climate progress of ranked #20 on fossil fuel insurance, #14 on fossil fuel investing, and tied for last on other climate leadership.",1.0
In financing going into deforestation across all three tropical forest basins.,1.0
Tropical deforestation and degradation contribute up to greenhouse gas emissions.,1.0
"This is largely due to the burning and bulldozing of forests and peatlands for palm oil plantations, pulp and paper production, or for the rubber, timber, soy, and beef industries.",1.0
We work directly with local activists and communities literally fighting to defend their ancestral lands and forests.,1.0
People whose farms have been stolen and watched their local forests bulldozed all in the name of corporate greed.,1.0
"Just three years ago, the three major Japanese banks had no policies on forests.",0.0
"One of the many facts revealed in this new data is that, over the past year, forest-risk commodity investments have risen from $ billion to $45.3 billion (April 2020 - April 2021).",1.0
The site also attributes a forest protection score to institutions — a ranking of the strength of internal bank or investment policies to prevent rampant forest destruction.,1.0
"Forests and peatlands sustain watersheds, mitigate rising sea level disasters, nurture biodiversity, and — critically — absorb and sequester carbon, just to name few benefits.",1.0
That’s why RAN has launched a game-changing new campaign to track the ‘forest footprint’ of banks and brands.,1.0
The forest footprint is the full accounting of how a corporation has already impacted and could impact forests and communities through past activities and potential future expansion of industrial logging and agriculture.,1.0
The report calls on destruction of rainforests and the violation of human rights to disclose their forest footprints.,1.0
candy giant to take concrete action to clean up its palm oil and forest commodity supply chains.,1.0
"In October of known household brands complicit in the destruction of over 700,000 hectares — roughly the size of 1,750,000 football fields — of tropical rainforests in the Indonesian provinces of North and East Kalimantan due to their sourcing from palm oil, pulp, and forestry companies operating in the regions.",1.0
"This effort is urgent as we must secure and expand Indigenous communities’ legal rights to their land, rather than hand the land over to corporations for forestry, commodity production or fossil fuel extraction.",1.0
"Since 1993, RAN’s Community Action Grants program has distributed more than 5.5 million dollars through over 1,000 grants to frontline communities, Indigenous-led organizations, and allies, helping their efforts to secure protection for millions of acres of traditional territory in forests around the world and helping to keep millions of tons of carbon in the ground.",1.0
"responsive to evolving needs to stand in solidarity and provide direct support to Indigenous and frontline communities across the globe disproportionately impacted by the compounding effects of a deadly pandemic, corporate resource plundering, and increasingly destructive and frequent fires and natural disasters.",1.0
"Since distributed more than 5.5 million dollars through over 1,000 grants to frontline communities, Indigenous-led organizations, and allies, helping their efforts to secure protection for millions of acres of traditional territory in forests around the world and helping to keep millions of tons of carbon in the ground.",1.0
Protect an Acre grants support grassroots leadership and local organizations in forest regions to protect threatened forest lands and to protect the human rights of communities that have coexisted with and depended on these regions for generations.,1.0
Climate Action Fund grants support frontline communities directly challenging the damage caused by the fossil fuel industry.,1.0
These small grants go to local groups tackling the root causes of climate change — the extraction and combustion of dirty fossil fuels such as coal and oil.,1.0
"Local and Indigenous communities have been defending their forests, protecting the biodiversity on their lands, and slowing the effects of climate change for years.",1.0
"The communities, including the Pargamanan Bintang Maria-Parlilitan community, are being supported with documentation, including mapping and aerial photos of forest cover in their customary areas, as well as through networking and advocacy work as part of a multi-year effort to secure land rights to more than communities.",1.0
"The first phase of the project was supported by Fundación Kara Solar in help address the Covid crisis and support territorial defense initiatives, with this phase expanding to additional communities and run by trained Sapara technicians.",0.0
"The collective has been working to protect treaty rights of the Anishinaabe, as well as sacred wild rice and other food sources, medicine, diverse ecosystems, and wetlands and lakes throughout the territories.",1.0
"Native Organizers Alliance $the summer, a Native-led coast-to-coast totem pole journey with ceremony that stopped in sacred places endangered by fracking, mining, dams, oil and gas transport, and other extractive industries.",1.0
"LASTING Impact CIRCLE RAN’s Lasting Impact Circle recognizes those individuals who have included Rainforest Action Network in their long term charitable plans, contributing to a legacy that will protect our climate, keep forests standing, and uphold human rights.",1.0
"By joining the Lasting Impact Circle, you join a community bound in a vision of a just, renewable future.",0.0
2021 was certainly another year of change and growth for the Clean Water Program.,0.0
Our dedicated partners and volunteers have truly stepped up to help us maintain our data collection - and momentum - to protect and improve water quality across the country.,1.0
"The Izaak Walton League, founded in conserve, restore, and promote the sustainable use and enjoyment of our natural resources, including soil, air, woods, waters, and wildlife.",1.0
Save Our Streams - to improve water quality and engage volunteers in water quality issues.,1.0
"Salt Watchers who go above and beyond with their efforts can be nominated by their peers and awarded the ""Salt Watcher of the Month"" title by Clean Water Program Staff.",0.0
"The Clean Water Hub had even more development and growth in adding numerous monitoring sites, readings, organizations, and members contributing data.",0.0
"Green dots are acceptable water quality, red dots are unacceptable, and grey dots are grey area and need further monitoring. data submissions).",0.0
"Green dots are acceptable water quality, red dots are unacceptable, and grey dots are grey area and need further monitoring.",0.0
Association for Environmental Education virtual conferences and at family festivals and farmer’s markets.,1.0
"Thanks to our outreach, the Creek Critters app collected reports throughout the country, 433 of which have been transferred to the Clean Water Hub.",
"Salt Watchers have made the news with their letters to the editor, and others and contacting their city, homeowners association, or county council to ask for change when it comes to improving their water quality.",1.0
THANK YOU to all of our monitors across the country: you are the first line of defense for clean water.,0.0
and Honorary Life Trustees Late afternoon light bathes the trees of the Tongass National Forest in Alaska.,0.0
"Carlos Rojas / Getty Images Fifty years ago, Earthjustice was founded in an era of unprecedented lawmaking in response to environmental crises that gripped the public consciousness—from rivers on fire and deadly smog to massive oil spills and rampant chemical poisoning.",1.0
"In the early Agency, and Congress passed our bedrock environmental laws, giving us all extraordinary power to hold polluters and the federal government accountable for protecting our health, our communities, and the ecosystems that sustain all life.",1.0
"Over the last year, our scale and reach have made it possible to continue fighting the rearguard battles that began under the Trump administration, and among many other victories, we can celebrate new and restored protections for the Tongass Forest, the Arctic Ocean, and our precious National Monuments including Bears Ears and Grand Staircase-Escalante.",1.0
"Meanwhile, we have ramped up affirmative litigation and advocacy to force faster progress on climate and the essential transition to clean energy, community health protection, and biodiversity defense.",1.0
This decade requires us to meet unforgiving environmental deadlines.,1.0
The devastating intersection of toxic pollution and race has only become more deadly in the pandemic.,1.0
"Looking back, we celebrate the ancient forests that are still standing, the living creatures that are still thriving, all the places where people can enjoy the right to clean air and water.",1.0
"With inspired and courageous partners, we are propelling a transition from fossil fuels to clean energy.",1.0
"One of Earthjustice’s earliest victories, this successful suit confirmed the right of citizens to take environmental disputes to court.",1.0
Our team prevented the nation’s largest proposed coal plant from being built in the Everglades – making way for a solar plant instead.,1.0
"Jill Tauber, Earthjustice Vice President of Litigation for Climate and Energy Left to right: Earthjustice attorneys Oscar Espino-Padron and Byron Chan talk with Jan Victor Andasan, a community organizer with East Yard Communities for Environmental Change, in front of the Phillips 66 refinery in Carson, California.",1.0
"Hannah Benet for Earthjustice With their unparalleled expertise, our attorneys continue to hold the line against the previous administration’s assault on critical protections for communities and the environment.",1.0
"Thanks to community organizing by East Yard Communities for Environmental Justice, we built a powerful case against Phillips based on years of bad practices, including failures to conduct proper inspections and repair leaking equipment that discharged toxic fugitive emissions.",1.0
"Jan Victor Andasan, Community Organizer for East Yard Communities for Environmental Justice Kids play soccer near the Phillips 66 refinery in Wilmington, California.",1.0
"In August, the U.S. Environmental Protection Agency (EPA) announced that it will ban chlorpyrifos, the toxic pesticide linked to lifelong intellectual disabilities, from all food crops.",1.0
"Yanely Martinez, a city councilmember in Greenfield, California and member of Safe Ag Safe Schools, protests outside the California Environmental Protection Agency headquarters after a public hearing on adding restrictions on the use of chlorpyrifos in pesticides.",1.0
"In its search for petroleum, the oil industry acquires authorizations that allow companies to “incidentally” harm whales and other animals when blasting the ocean floor with seismic air guns.",1.0
Earthjustice and a broad coalition of marine wildlife advocates spent two years in litigation fighting authorizations for air gun surveys in the Atlantic Ocean.,1.0
"A HEALTHY ENVIRONMENT In May, the Maya children of Homún won a resounding victory in front of Mexico’s Supreme Court, defeating a highly polluting industrial hog facility in Yucatán, Mexico that threatened to unleash millions of pounds of animal waste, among other pollutants, into the Maya community.",1.0
Earthjustice was privileged to represent the Maya children in their fight to protect their constitutional right to a healthy environment and dignified life.,1.0
In April district court ruled that the U.S. Fish and Wildlife Service and U.S. Forest Service violated the Endangered Species Act by unlawfully ignoring the impacts of the full mine proposal on federally protected wildlife.,1.0
"Earthjustice and our partners celebrated in April when Illinois state regulators finalized rules implementing the Coal Ash Pollution Prevention Act, a vanguard law that we secured in to address coal ash pollution.",1.0
"These new rules provide a model for the nation, as we work to shutter coal plants and address their enormous legacy of toxic waste.",1.0
"Ohio regulators canceled permits for the Mountaineer gas storage facility which, if built, would facilitate the development of additional infrastructure that would turn fracked gas into the feedstock for plastics, emitting millions of tons of carbon pollution and cancer-causing air toxics in the process.",1.0
Earthjustice represented a coalition of environmental groups and clean water advocates and demonstrated that the Ohio Department of Natural Resources violated their own state regulations as well as the federal Safe Drinking Water Act in issuing the contested permit.,1.0
"OF OFFSHORE OIL DRILLING When our government greenlights fossil-fuel projects without assessing their climate impacts, they are breaking the law.",1.0
In December Ocean Energy Management’s approval of the giant Hilcorp Liberty oil and gas project in the Beaufort Sea.,0.0
"This court win has not only stopped the Liberty project, but it has also set an important precedent that is helping us defeat other fossil fuels development, including the massive Willow drilling project proposed in the Western Arctic.",1.0
"After years of litigation, Earthjustice and our partners stopped Northwest Innovation Works’ proposed fracked-gas-to-methanol facility behemoth in Kalama, Washington.",1.0
This plant would have polluted nearby communities and locked in climate-warming emissions for decades to come.,1.0
"Since has defeated over a dozen coal export terminals, oil-by-rail proposals, and fracked gas facilities in the Pacific Northwest.",1.0
FOREST STANDS PROTECTED Alaska’s Tongass National Forest is one of North America’s greatest ecological treasures and major carbon sinks.,1.0
"Partnering with Alaska Native Tribes, as well as business and conservation groups, Earthjustice filed a lawsuit and, earlier this year, scored a huge win when the Biden administration announced its intent to reinstate the Roadless Rule in the Tongass.",1.0
"The Biden plan, when finalized, will at last create durable protections for this precious forest.",1.0
"CLEANER ALTERNATIVES Earthjustice delivered a win for clean energy and clean air in California when we successfully advocated before the state Public Utilities Commission to approve a $that prioritizes communities bearing the brunt of polluting vehicle emissions, and multi-unit dwellings historically excluded from charging investments.",1.0
This big new program complements many other clean energy victories achieved by Earthjustice’s “Right to Zero” campaign.,1.0
"“Within the footprint of the mine, there are known sites that potentially would be destroyed if the mine would go into operation,” says Cox.",1.0
"In addition to wholesale destruction of the land next to the river, sulfide ore mines like this one can lead to acid mine drainage—acidic water laden with heavy metals that turns waterways bright yellow.",1.0
"That’s as bad as it sounds—this toxic runoff is harmful to human, animal, and plant health, according to the EPA.",1.0
"“When those water quality issues begin, they’re nearly impossible to reverse.",1.0
There’s no sulfide mine like this anywhere that’s operated for any significant period of time that hasn’t polluted the environment.,1.0
"Today, the river is “far from pristine, but it’s a healthy river, well known for its smallmouth bass fishery—which you don’t get without having good water quality and good environmental protection on the river.",1.0
"There’s a lot of measures of how the ecosystem is still healthy there,” says Cox, and he says the Menominee will always work to keep it that way.",1.0
"Indian Tribe of Wisconsin ISSUE SUMMARY The Menominee Indian Tribe of Wisconsin, represented by Earthjustice, challenged Aquila Resource’s wetlands permit as well as its mining permit for the Back Forty mine, a massive proposed heavy-metals mine and oreprocessing center.",0.0
"But Aquila, soon to be Gold Resource Group, has stated its intent to reapply for the permits with a new mine site design.",0.0
"T oday, Puerto Ricans stand on a dividing line between a dirty, destructive, colonialist status quo, and a clean, green, self determined future.",0.0
"Almost in the rearview mirror: fossil-fuel-burning plants with transmission lines too-easily blown over by storms, which are likely to increase in our climate-changed future.",1.0
"Coming soon: a localized, resilient, sun-powered energy infrastructure.",1.0
"As Puerto Rico leaders stall in abandoning imported coal and gas, local activists are holding power to account.",1.0
"One group of such activists, the Alliance for Renewable Energy Now, is a coalition that’s pushing for Puerto Rican energy independence with the help of legal representation from Earthjustice.",1.0
"As alliance members point out, you don’t have to be an energy expert to know that the power system in Puerto Rico is beyond broken.",0.0
"So this is not something that happens once in a while, this is something that happens a lot,” says Amy Orta-Rivera, an environmental policy coordinator who works with El Puente’s Latino Climate Action Network, part of the Alliance for Renewable Energy Now.",1.0
"Amy Orta-Rivera, Environmental Policy Coordinator for El Puente’s Latino Climate Action Network, photographed in Ceiba, P.R., in April 2021.",1.0
After the disasters of Puerto Rico Electric Power Authority (PREPA) was tasked with proposing a new energy infrastructure plan.,0.0
"The agency’s solution was to switch some oil-burning plants to fracked gas, a move that still relies on imported fossil fuels, carbon-belching power plants, and centralized electricity generation that requires distribution over storm-vulnerable power lines.",1.0
"Also in the proposal, the privatized distribution company, Luma Energy, had no obligations to the community.",0.0
"All this risk for expensive, imported, fossil-fuel power — on an archipelago with abundant sunny days.",1.0
"Queremos Sol (“We Want Sun”) is the Alliance for Renewable Energy Now coalition’s proposed solution for independence, resilience, and affordability.",1.0
The plan calls for decentralizing power in Puerto Rico by way of installing distributed rooftop solar power on 75% of residential buildings.,1.0
"“We support the plan for PREPA to install solar panels in every house — a house and be integrated into the electric system,” says Orta-Rivera.",1.0
"A group of volunteers help install a solar power system on a home in the Puente de Jobos community in Guayama, P.R., in March 2021.",1.0
Action Network The Alliance for Renewable Energy Now is making steady progress toward transforming Puerto Rico’s electricity system.,1.0
"First, they built up enough pressure on the Puerto Rico Energy Bureau that it rejected PREPA’s initial plan for modernizing, which relied too heavily on fossil fuels, and sent the plan back for a redesign.",1.0
"Legislation signed in energy by 2050, with a reaffirmation in 2020 including a commitment to solar power.",1.0
But alliance members know there’s more to improving energy infrastructure than promises on paper.,0.0
"That’s why organizers have continued to keep the pressure on to turn those statements into action, with Queremos Sol showing exactly what a just and equitable transition to clean energy looks like with their distributed rooftop solar plan.",1.0
"“According to the Puerto Rico Distributed Energy Resource Integration Study, it’s actually $cheaper than the Integrated Resources Plan that the government is trying to pursue,” says Orta-Rivera.",0.0
"Orta-Rivera is dedicated to changing the course of her island’s future, and she won’t rest until a clean, affordable, and resilient energy infrastructure for the entire archipelago is realized: “I’m really hopeful, because even though it’s difficult to fight the government or to fight big companies, we have seen wins in the past.",1.0
"For comrades in the cause of reimagining energy infrastructure, she has a request: “Work in solidarity with us.",0.0
For decades Puerto Ricans have been pushing the Puerto Rico Electric Power Authority and the government to address the grave economic and environmental issues presented by the current energy system.,1.0
Earthjustice attorneys are representing community and environmental groups as they press the government for meaningful action to transition to clean energy.,1.0
"Work in this space includes acting as a watchdog to ensure the public has sufficient access to the decision-making process, holding power companies accountable for unapproved developments, and challenging dated and inaccurate environmental impact analyses.",1.0
"Until Puerto Rico’s energy is clean, stable, and sovereign, we will never rest.",1.0
"Peopled predominantly by working-class Latino communities, it has a strong agricultural history — it once was called the Orange Empire.",0.0
"There’s a lot of biodiversity and life,” says Yassi Kavezade, who speaks of her home as a place of people and history, defined by native animals and plants, where you can catch epic sunsets that need no filters.",1.0
"The industry footprint is huge and still expanding, adding more warehouses.",0.0
"“We’ve seen an expansion of heavy industries encroaching upon neighborhoods, and the communities encroached upon are often communities of color and frontline communities,” says Kavezade, who is also an organizer with the Sierra Club, which is part of a coalition of conservation, health, and environmental justice organizations that Earthjustice recently represented in a game-changing lawsuit.",1.0
"There’s also forklifting, and all sorts of cranes, that are all still relying heavily on gas and diesel.",0.0
"They’re a burden on air pollution outside, but also on workers that are working inside,” says Kavezade.",0.0
"All that equipment causes “diesel death zones,” so named for their dangerous levels of air pollutants like benzene, nitrogen oxides, and particulates.",1.0
"Those scenic Box Springs Mountains are beautiful, but they also hem that air in, creating some of the worst air quality in the United States, according to the American Lung Association.",1.0
"One recent opponent is the impending World Logistics Center, a warehouse development so big it’s hard to imagine, with a planned size of entire city of Moreno Valley—a footprint about three times the size of New York City’s Central Park.",1.0
"Estimates are that day would serve this center, some of them coming within 100 feet of where people live, all contributing to the already-poor air quality in the region.",0.0
"ISSUE SUMMARY Earthjustice and community groups reached a landmark settlement with the developer of a massive warehouse to invest $vehicles and equipment, rooftop solar, and other solutions that will electrify the facility and reduce harms to local air quality, wildlife, and the climate.",1.0
"A coalition of environmental justice and conservation groups worked to reduce the World Logistics Center’s harmful impacts, filing three lawsuits over the project — the largest of its kind worldwide, at feet.",1.0
The settlement mitigates air pollution impacts and highlights the need for the warehouse industry to adopt more zero-emission technologies.,1.0
"In April, Earthjustice won a settlement that would require the developer of the World Logistics Center to mitigate at least part of this impact, with support for solar panels that would supply half the warehouses’ power needs.",1.0
"Just two months later, a first-of-its-kind rule was passed by the South Coast Air Quality Management District.",0.0
It requires large warehouses — over and rooftop solar into their operations.,1.0
"Estimated to save up to $health costs, this kind of push for electrification will also impact the air quality wherever those trucks go, even beyond California.",1.0
"We’ll have to strengthen environmental laws, and to use them to put people and planet before profit with more tenacity than ever before.",1.0
"THE FIGHT FOR THE GULF One of the biggest fights for climate justice is in the Gulf Coast region, where communities face deadly pollution from concentrations of fossil fuel and petrochemical operations, which are slated to ramp up in the years ahead.",1.0
