text,gov
"Council selection is based on internal talent review input, job level, role within the organization, a mix of tenure with Redfin and a person’s identification with one or more dimensions of diversity.",0
Executive Compensation Tied to Employee Representation One of our board’s most important roles involves risk oversight.,1
"While each board committee assists in fulfilling this important role by overseeing risk in their areas of responsibility, at Redfin, the oversight of DEI issues is the responsibility of our full board.",1
In goals--specifically the percentage of management and individual contributor employees in a given Redfin business unit who are persons of color or underrepresented minorities--alongside objectives related to the company’s financial and operational performance.,0
"Our overall executive compensation philosophy is meant to attract and retain the most qualified leaders who embody our values, while rewarding them with the right balance of short-term and long-term incentives for increasing value for our stockholders.",0
"We increased our diverse hiring rate to management roles, but we can’t fully attribute this increase to slating.",0
"We regularly received between fun, educational, eye-opening, engaging, thought-provoking, and effective in deepening understanding of a particular culture or history.",0
We know that the continued focus on increasing diversity among our management will create opportunities for us to make more inclusive and informed decisions as we build diverse teams.,0
"Overall, women continue to make up over half of Redfin and continue to increase in representation among management roles.",0
"Due to shifts in department categorization and employee self-identification reporting, the results reported here for may differ slightly from those reported in prior blog posts.",0
Business Ethics A commitment to ethical business practices is central to Redfin’s culture.,1
"“Do the right thing” is a guiding principle for every task and decision we undertake, and we believe this helps us run a stronger and better business.",0
"We publish existing industry data faster and offer additional data on tours and offers that no one else has.” Code of Conduct & Employee Behavior Our code of conduct applies to all Redfin employees and directors and covers conflicts of interest; insider trading; competition and fair dealing; maintenance of corporate books, records and accounts; financial integrity; public reporting; conduct of senior financial officials; and waivers.",1
"We also provide employee training that covers the following: Fair Housing Policy, Regulation FD, Insider Trading Policy and Related Party Transactions Policy.",0
Employees are encouraged to contact their manager or Redfin’s General Counsel if they need help understanding the code or how it applies to a particular situation.,0
"Whistleblower Helpline Redfin maintains an anonymous whistleblower helpline where employees are encouraged to report known or suspected violations of �controls, or auditing matters, �2� the laws that apply to Redfin, or �3� Redfin’s policies described in employee handbooks or elsewhere.",1
"We strive to conduct business in accordance with the United Nations �UN� Guiding Principles on Business and Human Rights and this policy is guided by the fundamental human rights principles stated in the United Nations’ Universal Declaration of Human Rights, including those contained in the International Labor Organization’s Declaration on Fundamental Principles and Rights at Work.",1
Redfin follows the NIST Cybersecurity Framework to quantify our security posture and identify improvement areas.,0
"Risk Management & Corporate Governance Our board of directors, as a whole, has responsibility for risk oversight, and each committee of our board of directors oversees and reviews risk in areas that are relevant to it.",1
"The risk oversight responsibility of our board of directors and its committees is supported by our management reporting processes, which are designed to provide visibility to our board and to our personnel who are responsible for identification, assessment and management of critical risks.",1
"Please see our latest proxy for more information on our risk oversight, board diversity, committee composition and director nomination process.",1
Stockholder Rights & Governance Structures Redfin has made meaningful improvements as we align our stockholder rights and governance structures with best practices.,1
"Majority voting standard for uncontested director elections: We modified the voting standard for uncontested director elections from a plurality voting standard to a majority voting standard, so that directors would only be elected if they receive more votes “for” than “against” in the election.",0
The report incorporates disclosures based on the Sustainability Accounting Standards Board �SASB� framework.,1
"The COVID- importance of health and safety and for us all to practice team backup, be kind and take care of one another.",0
Our Key Performance Data table indicates where metrics align with the Sustainability Accounting Standards Board and the targets identified under each United Nations SDG.,1
"Summary of key numbers related to the Company’s operations and environmental, social and governance performance.",1
regulatory reporting changes for horizontal directional drilling releases.,0
"related to the Husky-CNOOC Madura and Husky Midstream Limited Partnership joint ventures, which are accounted for under the equity method for financial statement purposes.",0
The Chair of the ESG Steering Committee reports to Husky’s Board of Directors through the Corporate Governance Committee of the Board.,1
As of at all corporate Governance Committee meetings.,1
"Our ESG strategy is integrated with the Company’s business plans and risk matrix, and aligned with the Husky Operational Integrity Management System.",1
We have established the goal of achieving global top quartile performance in process and occupational safety as measured against industry-standard metrics by the end of 2022.,0
"and climate targets, which are directly linked to executive pay-for performance compensation.",0
"We first formally identified topics in through interviews with internal subject matter experts, facilitated by third-party experts and later confirmed using an internal survey.",0
"Promote a safety culture through embedding the principles of a High Reliability Organization and applying our systems, processes and continued learning to prevent employee and contractor injuries and illnesses.",0
"Design, maintain and operate facilities and assets focused on process safety and asset integrity to realize strong operational performance.",0
"Obey the law, report accurately to investors and stakeholders, and act ethically in accordance with the principles of good governance.",1
"Prepare, plan and practice to respond effectively to incidents with worker and community safety and environmental protection as priorities.",0
"Our facilities and assets are designed, maintained and operated with a primary focus on process safety and asset integrity to realize safe, reliable operational performance.",0
We launched a new safety vision in by the end of 2022 in process and occupational safety as measured against industry-standard metrics – or Top Q in ’22.,0
"We strengthened our centralized organization to provide the systems, standards, tools, oversight and expertise required to achieving this vision.",1
"We have revised our approach to providing safety and operations integrity expertise, standards, systems and oversight.",1
We deploy safety and operations integrity teams in all areas of our operations.,0
"Standards and procedural compliance – we capture our knowledge in standards, processes and procedures, which we follow.",1
"Questioning attitude – we always ask whether we understand the hazards and risks, what could go wrong, do we have the right process, procedure or tool.",0
"Team backup – we support and look out for each other, intervening when something isn’t right.",0
and are seeing encouraging results in both closing safety performance gaps and developing internal capabilities.,0
We use a number of rigorous safety programs to strengthen our safety culture by making process and occupational safety improvements on an ongoing basis.,0
"Rules, which focus on activities most likely to lead to fatalities or significant life-altering injuries, using a simplified, standardized, industry wide approach that empowers employees and contractors to stop work when it is unsafe.",0
"The rules provide specific actions for workers to follow and make it easier to identify situations that, if not properly managed, may lead to hazardous conditions.",0
"Integrating the reporting and review of events such as injuries, equipment failures and complaints from the public can proactively reduce the likelihood of them happening again.",0
"It further provides the support and resources necessary for compliance, and shares what is learned and best practices, with the goal of continuous improvement.",1
This program embeds continuous improvement skills and culture in the organization.,0
"on process safety and asset integrity, to safeguard our employees and contractors, protect the public, minimize potential risks to the environment, and shelter assets from damage or loss.",0
"For example, purchases made in engineering-critical categories – those that include the delivery of services, equipment or materials that have a direct impact on the process safety, integrity and reliability of our facilities – are subject to specific review by engineers during the bid evaluation stage.",0
"We have developed safety cases for all facilities with the potential for major accident hazards, identifying and assuring the control and mitigation measures required to manage the risk are effective.",0
"integrity and process safety information is accurate, current and easily accessible.",0
"entities document, maintain and follow operating procedures and standards to meet operational integrity goals.",1
"assets are developed to meet business, HSE, and operational integrity requirements.",1
"through verifying compliance with legal and regulatory, environmental and social governance requirements.",1
"meets HSE and operational integrity goals and objectives, and continuously improves.",1
"In the Atlantic region, a harsh environment with seasonal sea ice and icebergs, our comprehensive ice management plan mitigates the risk inherent in such an environment with multiple layers of surveillance and a range of ice management techniques.",0
"Our industrial hygiene program includes ongoing surveillance, assessment and specific control procedures for a number of recognized hazards.",0
"Our facilities use control potential risk, including benzene exposure control, hearing conservation, respiratory protection and management of silica, asbestos and chemicals.",0
"Through our water supply integrity program, we ensure the water quality at our rural facilities for our employees and contractors.",0
"to managing integrity, operations and maintenance, factoring in the diverse profile of all Husky-owned and operated pipelines.",0
We review the program regularly for alignment with code and regulatory requirements.,1
We employ satellite technology to help ensure the integrity of our infrastructure against ground movement.,0
"approach used for facilities, identifying hazards and associated risks and, dependent on the level of risk, the control and mitigation measures required.",0
"We’ve integrated HRO principles and behaviours to strengthen our spill management approach, evaluating our performance on a regular basis and focusing on how to prevent a recurrence.",0
"When alerted to a spill, we respond by implementing containment and recovery plans while safeguarding workers, the public and the environment, and reporting to the appropriate regulatory authority.",0
Our site-specific spill response plans include recommended practices governing spill management and site remediation.,0
"We track our performance to report key trends to management, continually improving our management of spills through strategic measures such as preventative maintenance and increased monitoring at facilities.",0
"To improve accuracy of reporting, recovered volumes are tracked using vacuum truck flow meters and validated when the fluid is disposed.",0
"We updated the alarm system and installed a new level transmitter, along with industrial control systems to allow real-time remote monitoring of the tank level.",0
We improved the refinery’s maintenance procedure and timing of the tank farm monitoring rounds.,0
"When an incident occurs that could affect the community, our employees and contractors, the environment, our assets and/or our reputation, our emergency management program facilitates a consistent and effective response.",0
"Our and customers with immediate access to information and a live dispatcher with the ability to address concerns, liaise with the right people and promptly initiate a response if required.",0
Some sites post a local level of information and response as the corporate phone number.,0
"To enhance our readiness at facilities where there is the potential for a higher-consequence event, our comprehensive emergency management program includes an existing hazard review, new hazard identification, mitigation planning, the sourcing of critical equipment and training specific to those sites.",0
"Reviews undertaken after an incident provide a rigorous framework to analyze events and determine lessons that can be applied in other areas, continually improving our response.",0
These site teams include local management and are supported by a multi-discipline corporate support team.,0
"We build internal capacity by ensuring dedicated employees have the knowledge and skills to coordinate a response in the event of an incident involving a water body, including making sure equipment that might be needed is available.",0
"We base our plans and procedures on the Incident Command System (ICS), the standard model used in Canada and internationally to provide a consistent, proactive and effective emergency response across all operations.",0
"ERPs for all facilities and operating areas are supplemented with plans for specific hazards, such as geographic response plans for potential spills, pre-wildfire plans and well control plans.",0
"The drone uses thermal imaging to help with rescue and recovery activities, mapping high-traffic areas and improving scene management.",0
"We incorporate carbon-related costs, based on current and emerging policies in the jurisdictions where we operate, to help us understand the resilience of our current and proposed assets to changes in carbon policy and regulation.",0
"We are a member of the Clean Resource Innovation Network (CRIN), which applies technology and innovation to making the oil and gas industry more effective, efficient and carbon competitive.",0
"These networks focus on innovation and best practices in areas such as air emissions, water management, reservoir recovery, geoscience integration and business analytics.",0
"It hosts targeted internal challenges to solve issues faced by colleagues, with results given wider exposure at the Technical Forum held for employees every other year.",0
"We provide environmental expertise, standards, systems and oversight, through teams deployed in all areas of our operations.",1
"Air emissions management programs collect the data needed to meet regulatory requirements, manage risk and explore opportunities to economically improve emissions performance and minimize the impact on our neighbours.",0
Our carbon management approach and metrics are detailed in annual submissions to the CDP Climate Change Program.,0
The risks and opportunities inherent to a lower global emissions pathway are built into our Enterprise Risk Management process.,0
"Revenues generated through carbon policy and regulation should be made available to support industry research, including the development and deployment of innovative practices and technology that improve efficiency and reduce carbon emissions.",0
"Through both voluntary and mandatory reporting mechanisms, we demonstrate our management of ESG risks, including climate change.",1
"Under new regulatory reporting requirements, more than 2019 Scope 1 emissions will be assured by a third party, to a reasonable level.",0
"The new power management systems on these vessels use fuel more efficiently, resulting in significantly lower fuel consumption and emissions than older power management systems.",0
"We continue to monitor daily fuel use through Husky-developed database management, allowing us to optimize vessel operations and further reduce our impact on the environment.",0
the Tucker Thermal Project will use both emission performance credits generated in previous years and emission offset credits to reduce total compliance costs.,0
The annually renewed carbon management plan helps us engage with our joint venture partner on options to improve emissions performance.,0
"Emissions Management Program (FEMP) for upstream and midstream facilities, and the Leak Detection and Repair (LDAR) program for downstream facilities.",0
"Practice for Fugitive Emissions, conducting surveys quarterly at all large gathering and processing facilities and at least once a year at others.",0
"This reflects our progress on water security through water accounting, governance and stewardship activities.",1
"Through PTAC’s Water Innovation Planning Committee, we participate in joint industry projects related to water management for hydraulic fracturing, part of the Alberta Upstream Petroleum Research Fund.",0
Water management plans for our Lloyd thermal projects are updated considering new water demands and water availability risks.,0
"Water management plans for each area identify and mitigate water risks over the long term, promoting responsible water stewardship by evaluating re-use opportunities, source alternatives and wastewater disposal solutions.",0
"We also assess water management components, including transportation, storage and treatment.",0
Husky recognizes concerns regarding groundwater quality close to hydraulic fracturing and we have proactively implemented an industry recommended practice for completing baseline quality and quantity tests for domestic groundwater wells located in proximity to our hydraulic fracturing operations.,0
Vegetation control is used to inhibit the spread of weeds and minimize fire hazards.,0
"With the support of the Alberta Energy Regulator, we have shared the ABC approach with our peers to assist with better management of inactive sites liability for all of industry.",0
This accounted for 10% of Husky’s inventory of sites ready for reclamation.,0
"Our tree planting program supports UN SDG implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally.",0
The ability to obtain soil analysis results while still in the field means better and more effective decision making.,0
"This target is achievable through our existing talent management and development programs, combined with targeted recruiting to ensure our talent pipeline continues to include women and people of diverse backgrounds.",0
"Each business performance contract, against which pay-for-performance compensation is evaluated, includes diversity and inclusion plans and goals.",0
"These targets are supported by other corporate human resources programs, employee career development plans, education, training, mentorships and sponsorships designed to help employees achieve their potential and contribute strongly to Husky across their careers.",0
"Our employee resource groups align with corporate objectives, and are open to any Husky employee whether a member of the designated group or an ally.",0
"We support this through a competitive total rewards package for employees and their families, including a base salary and a fully-funded, comprehensive benefits package with supplementary medical and dental care, income protection (life and accident insurance, short and long-term disability coverage), registered retirement programs, a savings plan, vacation and paid time off.",0
"Should an employee have a medical-related absence, we provide an integrated disability management program with a focus on early intervention.",0
"self-determination and to maintain their culture, identity, traditions and customs.",0
"We create opportunities for goods and services to be provided on a competitive basis, with contracts awarded on technical and safety criteria, as well as price.",0
"We believe academic opportunities lead to more varied career options, positively affecting students and their communities.",0
"UN Sustainable Development Goals, providing us with a global reporting standard and framework.",1
Enhancing their giving through a corporate matching program (Canada only).,0
"HuskyGives Demonstrates the Power of Us in Employees accessed about $500,000 in corporate funding in recognition of their fundraising and volunteering efforts.",0
"largest global technology entrepreneurship competition for girls, we help young women have an impact.",0
"Seventy people from across southern Alberta participated in the 2019 competition, hosted at the University of Calgary.",0
"As a lead supporter, we assisted high school students in developing future skills as they participated in team-based STEM competitions.",0
act ethically in accordance with the principles of good governance.,1
"Husky as a company acts ethically, in accordance with the principles of good governance and expects the same of our employees and contractors.",1
"Our Enterprise Risk Management program, modelled on the Committee of Sponsoring Organizations of the Treadway Commission, employs a risk matrix with seven probability factors and a scale of the severity of events to identify and assess potential hazards and risks that could impact the health and safety of people, the environment, property and our reputation.",0
"quality, health, safety, operational integrity, environmental and technical competence, and taking into consideration ethics and compliance, corporate social responsibility and financial and other metrics.",1
"Before being allowed to start work at any Husky site or facility, all contractors are required to complete Life-Saving Rules awareness, our corporate safety orientation, as well as a site-specific orientation.",0
"Over the life of the contractual relationship there is ongoing monitoring and assessment of contractor performance against previously agreed upon key performance indicators, including safety, environment, health, quality, cost, schedule and technical compliance.",1
"manner, with a high degree of personal integrity, in accordance with Husky’s Code of Business Conduct.",1
"employees, contractors and other stakeholders can report perceived breaches of the Code of Business Conduct.",1
"Information provided is submitted to the Ethics Help Line Committee, which includes representatives from the legal, audit, security, safety and operations integrity, environment and human resources departments.",1
Perceived breaches of the Code of Business Conduct reported through other channels are recorded with those received via EthicsPoint.,1
We encourage and support both employee engagement and understanding of the policy positions of candidates on a personal level and parties on issues of importance to Husky and our industry.,0
"We are a reporting entity under the Extractive Sector Transparency Measures Act (ESTMA), which came into effect on June 1, 2015.",1
"In implementing policy, governments must consider and mitigate for the potential of carbon leakage in emission-intense, trade exposed sectors.",0
Husky plays a role in the transformation of the global energy system by investing in next generation technology and innovation that drives us towards our aspiration of net zero GHG emissions by for policy that enables and motivates progress towards the lower carbon economy.,0
"is clear, consistent, nonduplicative, and allows for flexibility and innovation in meeting compliance objectives.",1
groundwater quality and greenhouse gas data are estimated and recorded as per Husky’s Environmental Performance Reporting System.,0
"accordance with internal measurement and verification practices, and reflects information relevant to Husky’s business sustainability and its shareholders.",1
An internal audit team has reviewed key safety and asset integrity numbers in the report to verify data and processes.,1
"Subject Matter Information in accordance with Husky Energy’s internal reporting guidelines and definitions for sustainability reporting, current as at the date of our report.",1
"reporting, including the identification of stakeholders and material issues, and for establishing and maintaining appropriate performance management and internal control systems from which the reported performance information is derived.",1
"Independence, quality control and competence We have complied with the independence and other ethical requirements of the Code of Ethics for Professional Accountants issued by the International Ethics Standards Board for Accountants, which is founded on fundamental principles of integrity, objectivity, professional competence and due care, confidentiality and professional behaviour.",1
"The firm applies International Standard on Quality Control a comprehensive system of quality control including documented policies and procedures regarding compliance with ethical requirements, professional standards and applicable legal and regulatory requirements.",1
The absence of a significant body of established practice on which to draw allows for the selection of different but acceptable measurement techniques which can result in materially different measurements and can impact comparability.,0
"Our conclusion Based on the procedures performed, nothing has come to our attention that causes us to believe that for the year ended December Information, as described above and disclosed in the Husky Energy ESG Report 2020, has not been prepared and presented, in all material respects, in accordance with Husky Energy’s internal reporting guidelines and definitions for sustainability reporting as at the date of our report.",1
"New factors emerge from time to time and it is not possible for management to predict all of such factors and to assess in advance the impact of each such factor on the Company’s business or the extent to which any factor, or combination of factors, may cause actual results to differ materially from those contained in any forward-looking statement.",0
"The impact of any one factor on a particular forward-looking statement is not determinable with certainty as such factors are dependent upon other factors, and the Company’s course of action would depend upon management’s assessment of the future considering all information available to it at the relevant time.",0
Funds from operations is presented in the Company’s financial reports to assist management and investors in analyzing operating performance of the Company in the stated period.,0
Free cash flow is presented to assist management and investors in analyzing operating performance by the business in the stated period.,0
"This philosophy is the corporate DNA of OSG, and a key driver of our global business operations and development of world-leading products in the area of cutting tools.",0
"By breaking away from existing concepts and creating one from scratch, we aim to optimize a high-mix low-volume production through the utilization of digital technology based on the OPDM (OSG Product Data Management) system.",0
grow on a global scale based on our corporate philosophy that has been passed down since its foundation.,0
training for newly appointed supervisors to develop skills as a qualified internal auditor for environmental management systems.,1
"We developed a system to recycle reusable and recyclable resources, and established a structure to ensure the proper disposal of waste from our operations.",0
"During the festival, various programs, including the introduction of the culture of Japan and other countries and a performance by the cheerleading team of Toyokawa High School, were given.",0
"At the exhibition booth, events to experience the culture, food, and art of the world were also held.",0
"Association is awarded to member companies with particularly excellent results in environmental management, such as CO on the environmental survey.",0
"OSG was recognized as a model of other companies for its continuous efforts to improve environmental management, such as the reduction of waste emissions for the third consecutive year, the achievement of resources recycling rate of almost emissions per unit of production for the fifth consecutive year.",0
"This award, which honors contributions to the development of Japanese industry and society, is given to parts and materials that play a significant role in helping to address the challenges faced by the Japanese manufacturing industry such as the declining birthrate and aging population, environmental conservation, stable supply of resources and energy, and intensifying international competition.",0
The foundation will continue to support research activities to raise the level of the manufacturing industry and lead to future development based on the thought of the founder.,0
"This report focuses on developments and actions for our key programs, progress toward our corporate and brand goals during the analysis of trends and business impacts where available.",0
"For our many programs, we provide detailed information on objectives, operations and our management approach which can be accessed via links in each section.",0
"Through this report, ESG (Environment, Social, and Governance) is used to refer to the Gap Inc. central team that owns and supports all work related to the ESG issues impacting the company’s performance.",1
We sought to prepare this report in reference to the Global Reporting Initiative (GRI) Standards and in alignment with the Sustainable Accounting Standards Board (SASB) Standards and the Task Force on Climate-Related Financial Disclosures (TCFD).,1
"“We take pride in creating products our customers love while doing right by our customers, our community, and the planet.",0
Learn more on p. 90% of our factories have completed gender awareness training for middle and top management.,0
"This program – which has reached over girls since 2007 – supports people from communities in our supply chain and beyond who face greater risks due to gender discrimination, lack of access to education and healthcare, and the worsening effects of climate change and the water crisis.",0
We enable opportunity by fostering an inclusive culture with our Equality & Belonging team and using the scale of our business to create sustainable economies accessible to everyone.,0
We enrich communities by aiming to create a net positive impact in areas disproportionately affected by environmental issues like climate change and the water crisis.,0
"Water is a Human Right Through the USAID Gap Inc. Women + Water Alliance (see p. working with nonprofit partners in India to empower farmers, like Pramila, and their communities to improve their access to clean water and sanitation, supporting long-term water resilience in places that are aligned with our supply chain.",0
Raw Materials Banana Republic aligned with The Responsible Wool Standard program to protect sheep and the land they graze when creating our wool products.,0
"Banana Republic signed on to become a member of the Good Cashmere Standard®, which aims to improve the welfare of cashmere goats, the lives of farmers and farming communities, and the environment in which they live.",0
"40% of Tier 2 strategic mills are participating 100% of vendors comprising 90%* of Gap Inc.’s business spend are invited to participate in Better Buying, with scores isolated across brands, working toward annual public reporting on purchasing practices improvements.",0
"ESG REPORT https://www.care.org/about-us/strategic-partners/corporate-partnerships/leadership-partners/gap/ https://www.care.org/about-us/strategic-partners/corporate-partnerships/leadership-partners/gap/ Gap Inc., along with BSR (Business for Social Responsibility), HERproject, CARE International, and ILO-IFC Better Work, founded Empower@Work in 2019.",0
"Leveraging our P.A.C.E. program, Empower@Work harnesses the power of collective action to deploy sustainable, systemic, and scalable programs that empower women workers, embed gender equality in business practice, and catalyze policy and systems change by aligning women’s empowerment training and skill-building efforts across the apparel industry.",0
"Since its launch, Empower@Work has published an open-source Worker Training Toolkit that is recognized as a best-practice curriculum for women’s empowerment training in the apparel supply chain.",0
ESG REPORT https://www.empoweratwork.org/the-toolkit Our holistic approach begins with our Human Rights Policy and Code of Vendor Conduct (COVC).,1
"When an issue is reported or found during our assessments, our global field teams develop a tailored remediation process that considers local contextual factors such as workers’ education level, cultural norms, and ways of communication.",0
"Together with Better Work, we have developed our Workplace Cooperation Program, which facilitates dialogue between workers and management, and our Supervisory Skills Training (SST) program, which improves the skills of supervisors and middle managers and fosters gender parity in supervisory positions.",0
"(within the same quarter Through elected committees, WCP facilitates dialogue between workers and management on a variety of issues ranging from overtime and well-being to washroom sanitation and canteen food.",0
This program educates participants on communication and negotiation skills to help them feel more comfortable voicing their grievances to senior management.,0
We do this by cultivating a workplace culture that meets our employees‘ professional and personal needs.,0
Gap Inc. prioritizes fostering a culture of equality and belonging and developing sustainable economies.,0
"In addition to hiring for potential and cultivating talent pipelines, we apply lessons learned to ensure we provide the right post-hire support to help entry-level retail store employees thrive, particularly those who are from underrepresented or marginalized groups.",0
"We converted several key training programs into virtual experiences, including our Rotational Management Program (high-potential entry-level talent), Leadership Essentials Program (first-time leaders), and coaching programs for mid-level leaders.",0
"We continue to see our Rotational Management Program as a pipeline for emerging and diverse talent, with and with 82 percent female participation.",0
We have recently embedded ESG training within the Rotational Management Program to train our managers on the issues that will define their futures.,1
We do this by cultivating a workplace culture and providing benefits that meet the professional and personal needs of our employees and their families.,0
"We are excited about building a better future of work that helps Gap Inc. establish a performance culture anchored in excellence, grow our purpose-led brands, and enable our employees to meet their professional aspirations.",0
"We are examining every facet of the employee experience – including tools, policies, ways of working, technology, and physical workspaces – to support a culture of performance and connection, while delivering innovative work, living our values, and attracting best-in-class talent.",0
We see diversifying and supporting the potential of our global workforce as a critical part of our advancement and corporate talent strategy.,0
"As part of this, we participated in Dave’s Killer Bread’s Second Chance Corporate Cohort, which further informed our work in second chance hiring with current leading practices and frameworks to support our hiring the best person for the job, regardless of their conviction history.",0
"We promote Gap Inc.’s values to be a force for good in the world, while our legacy of community involvement cultivates a culture of employee engagement and community impact.",0
We believe that a clean and healthy planet is a fundamental human right.,0
“ We believe water is a human right and it is a critical natural resource for our business.,0
"To guide our future strategy, we are working with World Wildlife Fund (WWF) to concentrate our water stewardship activities in water-stressed regions along our value chain and develop a framework for community water resilience.",0
"The center, due to open in showcase water-management best practices and recycling technologies.",0
"However, the garment industry often sources from locations where demand for water is high and water stress is often a major issue.",0
"The program has evolved to include chemicals management, a key component of water quality (see p.",0
"Bangladesh PaCT By the end of Tier 1 and 91 percent of our strategic Tier 2 suppliers used the Sustainable Apparel Coalition’s Higg Index 3.0 Facility Environmental Module self-assessment to communicate their water and energy use from 2020, along with chemicals and waste management; 64 percent (463 facilities) verified their responses.",0
"Additionally, we expect priority suppliers3.0 Facility Environmental Module, which, among other aspects of environmental management, evaluates chemical inventory, usage data and management practices.",0
Find more about our approach to chemicals management on our website.,0
"Our Brand R&D, Product Quality, and Mill Management teams set a baseline of fabrics with PFC-based finishes that needed to be converted to a non-PFC-based finish or retired from use.",0
"We also maintain an internal list of acceptable non-PFC-based finishes, which we share with our suppliers.",0
"• Textile Exchange: We signed on to a letter asking global governments to use trade policy to incentivize the fashion industry to use more environmentally preferred materials, including low-carbon fibers.",0
We also partner on advocacy for climate policy in key sourcing markets.,0
"This year we are aligning our report to TCFD and have outlined our governance, strategy, risk management, and metrics and targets for Gap Inc.’s climate-related risks.",1
See the TCFD index at the back of this report for our disclosures in full; we also share information in our latest CDP Climate Change Disclosure Response and the ESG Oversight section of this report.,1
"We support this work by developing impact measurements that allow better decision-making by our Product Development teams, collaborating with our supply chain partners, and participating in industry initiatives.",0
"These resources include recorded training sessions, regularly updated fiber consumption reports, an extensive internal Product Claims Toolkit, and a new calculator that enables them to estimate how the selection of different fibers will affect a product’s footprint.",0
In Cashmere Standard® and Leather Working Group to source responsible animal-derived materials.,0
"As well as this, we developed an internal calculator for all our brands that uses MSI data to provide a more holistic picture of a raw material’s climate and water impact for baselining and goal tracking.",0
"Good governance is at the center of how we evolve, keep pace, and push ourselves for change while always acting with the highest ethical values.",1
we hold ourselves accountable with our strong governance structure and management oversight approach.,1
"We take a forward-looking approach to governance, prioritizing a structure that includes Board oversight facilitated and enabled by the Strategic Growth Office (SGO).",1
"In organizational structure to place the ESG team within Gap Inc.’s SGO, a unit of the company charged with thinking beyond its core business to meet the consumer and industry demands of the future.",1
"The SGO brings together Gap Inc.’s Strategy, Environment, Social & Governance, Government Affairs, Corporate Development, and New Business functions to drive sustainable growth aligned with the company’s mission and values.",1
"OUR OVERSIGHT STRUCTURE At Gap Inc., good governance begins with a strong Board of Directorsthat has delegated its oversight of our Sustainability Program to its Governance and Sustainability Committee, which comprises independent directors.",1
The Governance and Sustainability Committee provides an independent perspective on our Sustainability Program in concert with our overarching strategic objective and oversees our internal ESG team’s management of the Program.,1
"Oversight of Gap Inc.’s ESG Program is overseen by the Governance and Sustainability Committee of the Board of Directors, which provides regular updates to the Board of Directors regarding Gap Inc.’s sustainability programs.",1
"Risk Management Each year, management and Internal Audit work together to identify and assess the greatest existing and emerging risks that could impact the company’s operations or ability to achieve its objectives.",1
"THE BIG PICTURE EMPOWERING WOMEN ENRICHING COMMUNITIES GOVERNANCEENABLING OPPORTUNITY https://www.gapinc.com/en-us/values/sustainability/esg-hub/governance-and-strategy/responsible-business-practices RESPONSIBLE BUSINESS PRACTICES At Gap Inc., integrity is woven into every aspect of our business.",1
"We hold ourselves to the highest standards of ethics, transparency, and compliance through a strong set of policies.",1
"We create a culture of integrity and trust by Doing the Right Thing: doing business responsibly, ethically, and honestly.",1
"It includes specific issues such as sexual harassment, non-discrimination and harassment, wage and hour compliance, workplace accommodations, anti-corruption, and data privacy and security.",1
"Employees can raise concerns with their manager, next-level manager, local human resources, our Global Integrity team, or our confidential COBC Hotline.",1
The hotline is a telephone and web-based reporting system available who conducts business with Gap Inc.,0
Our companywide system monitors and addresses anti-corruption risks and enforces our internal Anti-Corruption and Anti-Bribery Policies.,1
We deliver anti-corruption training (available to all employees) to specific levels and high-risk markets to help employees recognize and avoid corrupt practices.,1
"We follow seven principles in our approach to data use, new technologies, and services: consent, control, fairness, minimization, confidentiality, access, and accountability.",1
Our Privacy Policy adheres to laws across the jurisdictions where we do business.,1
We work proactively to enable Gap Inc.’s strategies through public policy and government advocacy.,0
"We also participate in political activities and advocate for legislation when there is a connection to our business and our ability to grow the business in a way that is consistent with our values, our legal obligations, and our Codes of Business Conduct and Vendor Conduct.",1
"Additionally, in the past we have been active in policy discussions and have lobbied on issues related to trade, tax policy, ports/infrastructure, and environmental issues.",0
"See more about our assessment, water, chemicals management, materials, and circularity practices in our Enriching Communities and Empowering Women & Human Rights sections.",0
"We are reporting to the TCFD for the first time this year, and our TCFD Index, detailing our climate-related risk disclosures, can be found on p.",0
We sought to prepare the report in reference with the Global Reporting Initiative (GRI) Standards.,1
"Note: ESG Report refers to Gap Inc.’s Sustainability Webpages refer to our Global Website, which hosts our Environment, Social, and Governance (ESG) Hub and Equality & Belonging Report; Annual Report refers to Gap Inc.’s Annual Report on Form 10-K for the fiscal year ended January 29, 2022; and Proxy Statement refers to the Notice of Annual Meeting of Gap Inc. Shareholders 2021 and 2022 Proxy Statements.",1
"Properties 102-5 Nature of ownership and legal form Annual Report Part II, Item 5.",0
"Economic Performance 103-2 103-3 Management and approach Annual Report Part II, Item 7.",0
"To evaluate the effectiveness of Gap Inc.’s anti-corruption program, questions related to anti-corruption/anti-bribery are featured in Gap Inc.’s Code of Business Conduct (COBC) Assessments.",1
205-1 Operations assessed for risks related to corruption We conduct Anti-Corruption Due Diligence (ACDD) in high-risk markets.,1
