text,env
We have not established sufficient internal control over our financial reporting to comply with the requirements of the Sarbanes-Oxley Act of 2002.  ,0
The Board of Directors of the Company consists of eight directors.  ,0
The Group has also implemented a code of conduct for its employees.  ,0
A chart on page 18 shows the results of an analysis of social media and news articles.  ,0
The company was founded in 1846 as a manufacturer of surgical instruments and was the first major medical equipment supplier to require sales representatives to have graduated from a medical college.  ,0
"In the year ended 31 December 2016, the Company's total investment income amounted to $8.8 billion.  ",0
"We also provide access to external services, including health and well-being, financial services and training.  ",0
Our employees are the most important aspect of our business.  ,0
The Board has recently reviewed the Group's policies and guidelines on whistleblowing and harassment.  ,0
The Company has implemented a clear set of rules to ensure that no improper payments are made to any public official or third party.  ,0
"We are committed to promoting a safe and healthy working environment, where employees are treated fairly and with respect, and where they can reach their full potential.  ",0
"As of December 31, 2013, the Company's Board of Directors consisted of seven members: two executive directors, two general directors, two independent non-executive directors and one employee representative.  ",0
The Company considers that the purpose of the audit is to provide an independent opinion as to whether the financial statements of the Company give a true and fair view of the state of the Company's affairs.  ,0
"The main objective of the new policy is to reduce our CO2 emissions and better integrate the social, environmental and economic aspects in our activities.  ",1
The turnover of the company increased by 4.1% to € 67.7 billion.  ,0
We are committed to promoting gender diversity in the workplace and our management team consists of over 50% women.  ,0
"The Group's recruitment policy aims to promote, wherever possible, applications from women, whenever there are vacancies, and particularly for investment roles.  ",0
"If any such election is not made by the due date, the executive must defer the compensation and benefits received during the prior year and make a section 83(b) election within 30 days after the due date.  ",0
"In the social sphere, our focus on the world in which we operate, both locally and globally, involves us in building lasting relationships with partners who share our vision.  ",0
"We are also committed to realizing our market leadership in ""Sustainable Corporate Social Responsibility"" (""CSR"") activities.  ",1
We have formal processes of training and accreditation to advance and motivate our employees in order to support the continuity of our client engagement business model.  ,0
"We have a strong commitment to ""Doing the Right Thing"" and fostering a culture of integrity and compliance.  ",0
The operating company will provide a comprehensive information and communication strategy to ensure that the Group's stakeholders are kept fully informed of the Group's activities and performance.  ,0
The Company will support the local community through the activities of its staff and the support of local non-profit organisations.  ,0
"We also hold that a focus on long-term performance, whether for an individual or for a company, is the only rational strategy. ",0
"Our Board of Directors has established a Risk Committee, which meets regularly to review the risk profile of the Company and to oversee the risk management of the Company.  ",0
The decision-making process is a continuous process which draws on the experience of all members of the Executive Committee.  ,0
The Company also strives to maximize the benefits from its participation in the Dow Jones Sustainability Index (DJSI) by using the positive influence of the DJSI as an investment marketing tool.  ,1
"The Board is responsible for ensuring that the Company is managed in a sound, efficient and ethical manner and that the interests of shareholders are properly protected.  ",0
The Board has an active social responsibility policy and an Employee Forum.  ,0
"The Company is committed to conducting its business activities in a responsible manner, in accordance with applicable laws and regulations and in an environmentally, socially and economically responsible manner.  ",1
The Inclusion Council is the Group's advisory body on inclusion and diversity.  ,0
"The Board is comprised of seven members, including the Chairman and six non-executive Directors.  ",0
We also have an active lending policy to support the local economy.  ,0
The Group's remuneration policies and practices do not encourage excessive risk-taking.  ,0
"In addition, the Group supports the development of young talent in the area of music.  ",0
"The firm is committed to transparency and the sharing of information with clients, and this is reflected in the firm's publications and communications.  ",0
The Group will continue to develop and implement an employee assistance programme to support the personal development and well-being of employees.  ,0
"We have a strong commitment to the conservation of natural resources, water and energy.  ",1
"The Group is currently involved in a number of initiatives to make its business more environmentally sustainable, including reducing its use of paper in favour of more environmentally friendly media.  ",1
We have a strong commitment to improving our social and environmental performance and this is reflected in our Corporate Governance Statement on our website.  ,1
The Group's risk management policy is designed to ensure that any risks that arise are identified and assessed in a timely manner and that appropriate controls are in place.  ,0
We are committed to building a sustainable business that delivers long-term value for all our stakeholders.  ,1
"As part of the company's governance process, an annual report on the company's social and environmental performance is published.  ",1
The governance framework will be based on clearly defined and transparent principles.  ,0
Our company has no debt and has no plans to borrow any money.  ,0
The Company's remuneration policy is designed to be consistent with the Company's overall strategy in order to attract and retain the skills and talents required to drive the business forward.  ,0
"This applies to all BlackRock funds, funds of funds and third party discretionary managed accounts.  ",0
The Company is committed to providing a safe and healthy working environment for its employees and contractors.  ,0
"In addition, the Board has introduced a policy to ensure that the financial and social performance of each of the Group's service lines and regions is reported in the report.  ",0
"The Group's overall strategy is aimed at reducing its environmental footprint and to achieve this, the Group is committed to reducing its emissions by 20% compared to 2006.  ",1
We will continue to actively work with all stakeholders to contribute to the eradication of malaria in the country.  ,0
"We have also introduced a Whistleblowing and Ethics programme for employees, which has been designed to encourage honesty and respect for our policies.  ",0
"Transparency on environmental, social and governance issues is a key element of communication with our stakeholders.  ",1
"The Company and its directors are committed to the highest standards of corporate governance, ethical conduct and compliance with all laws and regulations.  ",0
Ethical and values-based behavior are not only a means to an end but are also the end in themselves.  ,0
The Group has committed to instilling a culture of integrity and complying with the highest ethical standards through a combination of internal controls and business-led initiatives.  ,0
"CSR Corporate Social Responsibility (CSR) is a concept whereby businesses recognise their responsibility to their stakeholders and the wider community, and take action to address the needs of society and the environment.  ",1
"Our strategy of social engagement is designed to support our business priorities, reduce environmental impact and enhance our reputation.  ",1
The Board has established a remuneration committee that has reviewed and approved the remuneration arrangements for the Executive Directors and their independence from the Company and its subsidiaries.  ,0
"The Company's significant subsidiaries include the Corporate Centre, a 60% subsidiary established for the purpose of managing the group's worldwide group-wide corporate and administrative operations.  ",0
"It has been a difficult period for the Group. However, we are confident that the actions taken on the following key priorities will drive growth in the near term and place the Group on a stable footing for the future. ",0
"In 2017, the Group reduced its water consumption by 5% compared to 2016.  ",1
We are committed to being a provider of choice for our clients in the markets in which we operate.  ,0
"The Board, the Executive Management and the Group's employees are committed to promoting and maintaining high standards of business conduct and ethics.  ",0
"The report provides detailed data on areas such as the number of visits per week, the number of customers served and the number of items on the menu.  ",0
The availability of the appropriate skills in the market is assessed to ensure that internal resources can meet project requirements.  ,0
The Board has established a remuneration committee which is responsible for establishing the remuneration of the executive directors and the other key management personnel.  ,0
The Board has a policy of encouraging diversity on the Board.  ,0
We pride ourselves on providing a safe working environment for our employees.  ,0
"In accordance with French law, we have verified that the required information concerning the purchase of investments and controlling interests and the identity of the shareholders or holders of the voting rights has been properly disclosed in the management report.  ",0
"The Group has a commitment to a safe and healthy working environment, and to ensuring that its employees are aware of the risks associated with their work and how to avoid them.  ",0
We believe that a pipeline of future low-carbon energy sources is essential to ensure that we mitigate the worst effects of climate change.  ,1
"The rich variety of activities and services includes lectures, seminars, workshops, excursions, cultural activities and sports.  ",0
The Group is committed to supporting the communities in which we operate through a variety of initiatives.  ,0
Employees are consulted regularly through the Group's Works Council.  ,0
"The policy is supported by our Speak Out programme that includes different reporting channels, such as EthicsPoint which is a confidential reporting system provided by an independent external service provider.  ",0
We are committed to continuous improvement and strengthening of the internal control environment of the company.  ,0
"The Group's policies are designed to ensure that the Group and its employees, advisers and agents act in compliance with all applicable laws, regulations, rules and regulations.  ",0
This includes the submission of an annual report on our policies and procedures and the development of an online training program for all employees.  ,0
The Company's Quality Management System complies with the requirements of the International Standard for Quality Management (ISO 9001:2008).  ,0
"Our network of stewards, who come from all levels of the organisation, help to spread the word about our policies and encourage others to speak up.  ",0
"In view of the current financial situation in Europe, the Group has established a number of measures to reduce its risk exposure.  ",0
"In the coming months, we will be rolling out a comprehensive programme of training, communications and action to address the issues.  ",0
"The board of directors was fully informed of the risks facing the company; in particular, it was informed of the strategy for prevention and mitigation of such risks and the progress made in implementing this strategy.  ",0
Our business activities are subject to regulation by various regulatory authorities.  ,0
The Board of Directors is responsible for the operation of the Company and the achievement of its objectives.  ,0
Performance of the group's activities are subject to the supervision and control of the Board of Directors and its Committees and/or the Management Board.  ,0
This is explained in the financial information that is provided in the bidder and target's respective annual reports and accounts.  ,0
The Board has reviewed the Company's system of internal control and has determined that the system provides reasonable assurance that the Company's financial statements are free from material misstatement.  ,0
The Company is committed to ensuring that any vacancies arising are filled by the most qualified candidates and recognises the value of diversity in the composition of the Board.  ,0
"ESG is the integrated management of environmental, social and governance factors, which may affect a company's financial performance.  ",1
"In this context, the BEE Black Economic Empowerment law did not encourage companies and other business entities to increase the number of Black shareholders.  ",0
"Our policy is to comply, and to encourage compliance with laws and regulations that are applicable to us.  ",0
"The Group's key ESG policies are set out in our Group statement on sustainable business, which we refer to as our Sustainability Report.  ",1
The Group also has a number of ongoing partnerships with external stakeholders and runs a number of long-term awareness-raising activities.  ,0
"Our commitment to fair trading and sustainable sourcing is demonstrated by our membership of the Fairtrade Foundation, and our membership of the Ethical Trading Initiative.  ",0
"The Company is committed to increasing the number of women on the Board, and to supporting its female employees with a range of initiatives, including flexible working.  ",0
"We are committed to good corporate governance and ethical behaviour, and to ensuring that our business and our supply chain are slavery free.  ",0
We have been a member of the FTSE4Good index since 2001 and the FTSE4Good Environmental Leaders Europe index since 2001.  ,1
The Company is a signatory to the United Nations Global Compact .  ,1
The European Commission has been informed of the intention to prepare a tender offer for the shares of Daimler AG.  ,0
"The Board of Directors of the Company has approved the appointment of Ramesh Narayanan as Chief Financial Officer of the Company with effect from September 1, 2011.  ",0
"In the event that the annual general meeting does not fix a date for the next annual general meeting, the directors must call the annual general meeting at the next convenient time.  ",0
"The company has an extensive programme of CSR, including a commitment to meeting the UN Global Compact principles.  ",0
"We are committed to working with all our suppliers and stakeholders to help end slavery, human trafficking, child labour or any other abuse of human rights.  ",0
"In 2015, we adopted the United Nations Guiding Principles on Business and Human Rights (UNGP) and made a commitment to integrate the principles into our business activities.  ",0
"We have a policy of sourcing responsibly and will have policies on suppliers, labour, the environment and the consumer that are aligned, to the extent possible.  ",1
We aim to reduce energy use and CO2 emissions while increasing the use of renewable energy.  ,1
We have a well-established quality management system (QMS) that has been certified to standard ISO 9001:2008 by an accredited certification body.  ,0
"The Board, through the Nomination Committee, is responsible for overseeing the selection of candidates for appointment as directors.  ",0
"At least annually, the highest ranking executive officers of the company are evaluated by the Board of Directors.  ",0
"Our total consolidated assets amounted to €1,376.9 million at 31 December 2016, an increase of €92.6 million compared to 31 December 2015.  ",0
The Group's Group Sustainability Report 2016 and accompanying Sustainability Report Summary are available on our website.  ,1
"The Group is committed to conducting its business in an ethical manner, and in accordance with the requirements of the laws and regulations applicable to its operations and the Group's Code of Conduct.  ",0
"As regards the board, it would be appropriate to have one or two more independent directors with relevant skills and experience, to ensure that the board has appropriate expertise to assess these risks.  ",0
The Group is committed to providing its employees with a safe and healthy working environment. ,0
"We comply with all applicable laws, including trade and economic sanctions administered by the Office of Foreign Assets Control of the United States Department of the Treasury.  ",0
The Company has decided not to make a recommendation to the Annual General Meeting concerning the appointment of the Company's Auditor.  ,0
The Board is advised by an independent and non-executive Chairman.  ,0
The company is committed to hiring employees from diverse backgrounds and providing training to develop their skills.  ,0
The Company is committed to improving the health and safety of its employees and to protecting the environment.  ,1
"The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence.  ",0
"To maintain the integrity of the system, we will not tolerate any violations of the Code, including the illegal use of personal information or the abuse of the trust of our customers.  ",0
We have adopted a policy of continuous improvement and go beyond the regulatory requirements.  ,0
The Company will continue to monitor the situation and will cooperate fully with any government investigation that may result.  ,0
"The value of the Company’s investment in these instruments was £1,049,073,000.  ",0
"The Board is responsible for the maintenance of adequate internal control and for the establishment and monitoring of adequate internal control procedures, including the company's compliance with applicable legal and regulatory requirements.  ",0
It is too early to evaluate the effect of the Sustainability Report on the way the organisation is viewed by its stakeholders.  ,0
The Group's operations are conducted in a socially responsible manner.  ,0
The Group periodically reviews the effectiveness of its internal control system.  ,0
"This year, we have re-examined our approach to sustainability reporting and have updated our reporting cycle and methodology to ensure we present our sustainability performance in a more consistent and comprehensive way.  ",1
The company's investment in environmental protection is recognised in the way it invests in training and safety.  ,1
"In the last decade, several initiatives have been designed to promote the welfare of the Group's staff, as well as its local communities, and to respect and protect the environment.  ",1
The Board believes that the Company's corporate structure and capitalization are currently in compliance with the listing standards of the TSX.  ,0
"We are committed to the highest standards of corporate governance and ethics, as set out in the Criminal Justice Act, the Proceeds of Crime Act and the Bribery Act.  ",0
We have a strong commitment to corporate social responsibility and are a signatory to the United Nations Global Compact.  ,0
"In line with the requirements set out in the EU Regulation on Corporate Governance of Credit Institutions, the Board confirms that it oversees the compliance of the Bank with the legal and regulatory requirements.  ",0
We have had a number of opportunities to meet with their management teams to discuss their plans and objectives and to share our knowledge and expertise.  ,0
"We have developed a Human Rights Policy, which is available on our website and sets out our commitment to respect human rights at all times when doing business.  ",0
"[T]he Committee is responsible for the appointment, evaluation and compensation of Directors.  ",0
The Group Management Board endorsed the Group's Code of Conduct and the Group's Statement of Ethics and Business Conduct.  ,0
"If we do not receive the requested permits by the end of 2014, we will be unable to develop the planned capacity until such time as the permits are issued.  ",0
"The Board has reviewed the Company's governance and considers that the Company's Board has the appropriate mix of skills, diversity, experience and competencies to provide the Company with effective and efficient governance.  ",0
"The Group will review the impact of the East Japan Railway Company Act on its business strategy and management, but at this stage it is not expected to have a material impact on the way the Group conducts its business.  ",0
The board of directors have reviewed the financial statements and have taken responsibility for their content.  ,0
The risk of climate change is not one the company can ignore.  ,1
Sustainability The Group has an active programme of work to promote the sustainable use of resources and minimisation of waste.  ,1
We recognize the importance of corporate governance and compliance.  ,0
The audit committee will have a majority of independent directors who are not officers of the company.  ,0
This statement focuses on the material risks and uncertainties that the Group's Management Board and the Board of Directors currently consider to be relevant to the Group.  ,0
"The Group's reputation is an important asset, and our brands are an important element of this asset.  ",0
We will take steps to ensure that our employees and officers comply with the law and that our financial reporting is in accordance with applicable rules and regulations.  ,0
"For over two decades, we have been active in the fight against global climate change and we continue to work hand in hand with the government in order to achieve the objectives set by the Paris Climate Agreement.  ",1
"The Company, which is not a legal entity under French law, has a single member.  ",0
We are looking forward to working with the new team and achieving further successes in the future.  ,0
"Our board of directors has determined that the company is not a ""public interest company"" within the meaning of Section 1504 of the Dodd-Frank Wall Street Reform and Consumer Protection Act.  ",0
The Board and the management team have a strong commitment to the concepts of corporate governance and corporate citizenship.  ,0
The company has a zero tolerance policy with regard to bribery and corruption and is committed to actively promoting ethical business practices.  ,0
"Prudential requirements (e.g. Basel II) are being met with regard to risk management, governance and regulatory compliance.  ",0
"The report includes a discussion of the Group's Environmental, Social and Governance (ESG) performance in the period.  ",1
"The company has a well-established Engineering and Technology Club, with a strong reputation for student social and networking activities.  ",0
The Group's organisational structure is aligned with the current economic and business environment.  ,0
The Board of Directors has overall responsibility for the Group's corporate governance.  ,0
"We use a combination of direct, indirect and strategic engagement approaches to influence the actions of governments and others.  ",0
The Group has a Code of Conduct that applies to all of its employees.  ,0
We are committed to the highest standards of quality and service in all we do and our award-winning customer care and delivery teams work hard to ensure the smooth and successful delivery of our products and services.  ,0
"The Board has delegated the responsibility of compliance with the Company's internal policies and procedures, including those relating to risk management and the Code of Business Conduct, to the Chief Executive Officer.  ",0
A core environmental value is to develop and implement energy-efficient technologies.  ,1
"The Company's major environmental risks include air emissions, water discharges and wastewater, solid waste, contaminated land, climate change and the potential effects of greenhouse gas emissions on the atmosphere.  ",1
We are committed to ensuring that our operations are conducted responsibly and with respect for human rights and the environment.  ,1
The Company has set up a special committee to monitor the Company's compliance with the new guidelines and to provide advice to the Board and management on matters relating to the implementation of the guidelines.  ,0
"Corporate citizenship: Since its inception in the USA, the Starbucks Foundation has been a key part of Starbucks' commitment to Corporate Citizenship.  ",0
"ESG Environment, social and governance factors are increasingly important to the Company's stakeholders.  ",1
"We need to be aware of these risks and, where we cannot eliminate them, mitigate them using appropriate internal controls and procedures.  ",0
We are committed to a zero tolerance policy for unethical conduct.  ,0
Our suppliers' activities support our overall business strategy and are in compliance with our Corporate Responsibility policy.  ,0
The Group continues to pay particular attention to reducing its impact on the environment and is committed to the principles of sustainable development.  ,1
"We have a number of initiatives in place to promote diversity and inclusion within the business, including an emphasis on gender balance within our programme.  ",0
The Group encourages its employees to engage in voluntary work for associations or for the benefit of the community.  ,0
"In 2011, we were certified as an A-rated employer by the Ethical Trading Initiative in recognition of our commitment to ethical principles in our employment practices.  ",0
The Company has an interest in ensuring the protection of the environment in which it operates.  ,1
"In addition, the Company has substantially reduced its carbon emissions and taken a number of steps to promote a sustainable future.  ",1
We are committed to supporting the communities in which we operate and in which our employees live and work.  ,0
"While the content of the code is ultimately a matter for the board itself, the board will want to ensure that the code is being applied in a transparent and consistent way.  ",0
Each plan has a different set of eligibility criteria and benefits that varies significantly from the other plans.  ,0
"The Company's environmental policy is to comply with all applicable laws and regulations, and to continuously improve our environmental performance by reducing the environmental impact of our activities and increasing the use of renewable and recycled products.  ",1
The Group has a policy to reward employees for outstanding performance.  ,0
"The Group has a policy of zero tolerance towards bribery and corruption and of compliance with all applicable laws and regulations, including the UK Bribery Act 2010. We also have a comprehensive whistleblowing policy.  ",0
"For this reason, the Company has adopted a policy for the preparation of management accounts which conforms to the IFRS.  ",0
The Board has considered the report of the Audit Committee on the financial reporting and internal control systems of the Company.  ,0
"We have fulfilled our ethical responsibilities under, and we remain independent of the Company in accordance with, UK ethical requirements including the FRC Ethical Standard as applied to public interest entities.  ",0
"We are committed to a responsible and sustainable palm oil policy, in line with the RSPO Principles and Criteria.  ",0
As part of our commitment to corporate governance we have a high level of internal audit coverage.  ,0
"We have a diverse team of 11,000 employees around the world, of whom 66% are women, and we are committed to attracting, developing and retaining the best talent.  ",0
"The Group's culture is based on a set of values that underlie our business strategy, as well as the way we do business.  ",0
The inclusion of an equivalent indicator of value at the portfolio level would benefit investors interested in long-term performance.  ,0
"The Group is committed to investing in its people and we aim to provide an inclusive, engaging and rewarding work environment, where people are enabled to maximize their potential.  ",0
The Group strives to maintain good relations with its suppliers and to be aware of their environmental and social performance.  ,1
"For the year ended 31 December 2010, we paid out €8.4m in the form of dividends to our shareholders.  ",0
A regular governance process provides for regular interaction to identify changes in the client's desired outcomes and solicits feedback on the actual outcomes experienced by the client.  ,0
The Company has a commitment to the protection of the environment and is involved in various environmental activities.  ,1
"The success of our global sourcing strategy and the key role played by our suppliers in ensuring that our products meet our quality and sustainability standards and our values of respect, care and honesty.  ",0
"We are committed to creating a successful, sustainable business that is economically, socially and environmentally conscious.  ",0
The Diversity and Inclusion (D&I) function has now become a key component of the company's culture and is embedded into the strategic framework of the company.  ,0
"The Company has a Code of Conduct and a whistleblowing policy, the details of which are available on the Company's website.  ",0
"We will concentrate our efforts on improving our processes around the assessment and approval of all projects, and to ensure that appropriate, timely and effective action is taken to address all high, medium and low risks we identify.  ",0
The responsibility for the Group's business activities rests with the management.  ,0
"Emissions from the UK House are predominantly from electricity use, transport and food waste.  ",1
The Board's commitment to the sustainable development of the Group is underpinned by strategic and operational risk management.  ,1
"For the year ended 31 December 2018, the Group's total operating profit before tax was $1,281 million, an increase of $138 million (12.1%) on the prior year.  ",0
The company has a comprehensive and effective whistleblowing policy which is prominently displayed throughout the Company's global offices.  ,0
A key component of our social and corporate responsibility strategy is to provide financial and non-financial support and to encourage community involvement in the areas of our properties in which we operate.  ,0
"The Board has adopted a formal governance and risk management statement, which is reviewed annually.  ",0
The Board of Directors is composed of 10 Directors and 1 alternate Director.  ,0
"The Board will continue to monitor the Company's overall compliance with the Code and, where necessary, recommend that the Company makes appropriate changes to its policies, procedures and practices.  ",0
"The Board considers that the Group's corporate governance structure and processes are in line with good practice, designed to promote effective and efficient decision-making and aligned with the regulatory framework.  ",0
Our portfolio companies are also required to appoint a chief compliance officer and a board committee to oversee the reporting of conflicts of interest.  ,0
The Company is committed to achieving a diverse and inclusive workforce and is vigilant in implementing its policies and practices to prevent discrimination of any kind.  ,0
SASB The Sustainability Accounting Standards Board is an ESG guidance framework that sets standards for the disclosure of financially material sustainability information by companies to their investors.  ,1
The Board is committed to maintaining the highest standards of corporate governance and has adopted a Code of Business Conduct.  ,0
"The Company considers that, as a general rule, it is important that the Directors and senior management should own, directly or indirectly, shares in the Company.  ",0
The social policy package included a reduction in the statutory minimum wage.  ,0
The Board of Directors is responsible for Risk Management at the Company.  ,0
"The firm has a team of experienced lawyers who concentrate on the following core areas of the law: Corporate and Commercial, Dispute Resolution, Employment, Financial Services and Real Estate.  ",0
The Company is committed to operating in compliance with the requirements of all the Environmental and Health and Safety laws and regulations in the countries where it operates.  ,1
We have not identified any issues that require disclosure under the current Dutch Corporate Governance Code.  ,0
The Board is currently considering the merits of establishing a Gender Pay Gap reporting regime.  ,0
"The Company takes all reasonable steps to ensure that the Company, its subsidiaries and its business operations do not cause damage to the environment.  ",1
"The Company will maintain a flexible approach to share incentives, and to encourage significant employee ownership.  ",0
"A number of Group-wide policies and procedures are in place to monitor and control conflicts of interest, including a conflicts of interest policy for the Board of Directors.  ",0
The level of remuneration payable to directors shall be sufficient to attract and retain individuals who are able to make a positive contribution to the performance of the Company.  ,0
"In 2012, the Group achieved a strong environmental performance in terms of the management of its risks and its environmental impacts.  ",1
The Company is committed to respecting the environment and is working to reduce its impact on the environment.  ,1
"Measures have been introduced to improve the transparency of the remuneration of directors and executives and to strengthen the governance, corporate social responsibility and risk management function.  ",0
"The Board of Directors, acting through the Audit Committee, monitors compliance by the Company's Internal Audit function with the Group Code of Conduct and Ethics, which includes a zero tolerance policy on fraud and corruption.  ",0
"The group offers a diverse range of products and services to its customers, including retirement, investment and protection products, general insurance, life assurance, mortgages and savings.  ",0
The Company is committed to sustainable development and to conducting its business in an ethical manner.  ,1
"The risk management process is intended to provide an integrated and consistent approach to managing and controlling business, market, credit, liquidity, legal, operational and strategic risk.  ",0
We have set in place an effective process for establishing procedures and systems to ensure compliance with relevant laws and regulations.  ,0
The Company has also established a register of any shareholder who has notified the Company of an interest in owning or disposing of 5% or more of the Company's issued share capital.  ,0
"But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.”  ",0
We have a dedicated team who manage a portfolio of relationships with key suppliers in order to gain better understanding of their business models and sustainability practices.  ,0
"The company's approach to Corporate Social Responsibility (""CSR"") is integrated into the development of its strategy, the activities of its operating divisions and its corporate structure.  ",0
"We have always sought to conduct our business in a socially responsible manner and we are committed to acting ethically and responsibly for our shareholders, colleagues, customers, suppliers, communities and the environment.  ",1
"The Group's business activities are conducted in a manner consistent with the Group's Core Values, which are integral to the Group's culture.  ",0
The Board of Directors is responsible for the Company's activities and controls and is accountable to the shareholders.  ,0
"Regulatory environment The Company is subject to various European Union and United States laws and regulations, including those relating to the protection of human subjects and the environment.  ",1
"The members of the audit and risk committee shall have appropriate technical knowledge and experience, and should have knowledge of the company's business model, products and services. They should have a sound knowledge of the financial markets.  ",0
We are committed to increasing the percentage of profits invested in social purpose activities.  ,0
"The Company's Board of Directors approves the annual budget, the annual work program and the financing plan, which are submitted to the General Shareholders' Meeting for approval.  ",0
"In addition, the group will seek to be good corporate neighbours and will work with our neighbours and the local community to pursue our shared goals.  ",0
The Board is responsible for ensuring that the Group's systems and controls are designed and maintained to ensure that its policies and procedures are implemented effectively.  ,0
The Group has now been awarded the European Foundation for Quality Management (EFQM) Excellence Award for the fifth time since 2007.  ,0
"The Company's social policy is fully aligned with the Group's overall strategy, goals and processes.  ",0
The Group's aim is to reach a carbon-neutral status by 2025.  ,1
"The first step in this process is to develop a better understanding of the business and its various contexts, followed by a process to identify risks and opportunities.  ",0
Our Company and its subsidiaries are largely self-insured.  ,0
Environmental protection is a fundamental part of the Group's responsibility.  ,1
It is working with a range of stakeholders to improve the social and environmental impact of its supply chain.  ,0
"In order to reduce the impact of climate change, we are continually improving the efficiency of our operations.  ",1
"Our sustainability strategy is embedded in our business practices, policies and decision-making.  ",1
"The Group identifies a large number of risks, including those that could have a significant impact on the Group¹s ability to achieve the objectives set for it.  ",0
"Our firm's investment process is firmly rooted in fiduciary duty, and is informed by the fiduciary duty principles of prudence, loyalty and due care, as well as the duty of disclosure.  ",0
The company has been a member of the Roundtable on Sustainable Palm Oil (RSPO) since 2009.  ,1
The Board has adopted the proposed code of conduct and code of ethics for the members of the Board of Directors.  ,0
The Group has developed a corporate governance code which is distributed to all Group employees.  ,0
"Moreover, the Board's responsibilities as a fiduciary to the Company, its Shareholders and beneficiaries and the wider community are paramount.  ",0
"The Directors believe that the Company's success depends upon the efforts of all of its employees, and as such, has established a number of initiatives to support its people strategy. ",0
The Company is a member of the National Association of Corporate Directors (NACD) and has participated in their Director Education Program for more than 5 years.  ,0
"We are committed to improving the way we work, and to reducing our environmental impact.  ",1
The Company also has a Code of Conduct that states that employees shall not commit any act of bribery or corruption.  ,0
"The Company is committed to complying with all applicable laws, regulations and codes of practice, including those relating to the environment, health and safety and social responsibility.  ",1
The Company is committed to ensuring that any vacancies arising are filled by the most qualified candidates and recognises the value of diversity in the composition of the Board.  ,0
"We shall not ask, either directly or indirectly, for any gift or favour or for any special treatment for employees, customers, suppliers, partners or any other person.  ",0
SRI Short for Socially Responsible Investment.  ,0
This is to be achieved by engaging our suppliers in an open dialogue to improve performance.  ,0
The Group will ensure that the tax due to the State is paid in full and on time.  ,0
"In March 2018, the company announced that it would increase its investment in sustainability by $500 million over five years.  ",1
The Group has a policy of sustainable development and this is integrated into the Group's Risk Management Policy and all other relevant policies.  ,1
"The Company made a donation to the Great Ormond Street Hospital Children's Charity in 2016 of £110,000.  ",0
"In April 2010, the Board of Directors of the Company determined to join the FTSE4Good Index Series.  ",1
"The Group's sustainability reporting highlights its environmental impacts, environmental policy and performance, energy and carbon management, water usage, waste management, health and safety and community engagement.  ",1
The group is a signatory to the United Nations Global Compact and the United Nations Principles for Responsible Investment.  ,0
We will strengthen the compliance function and its control framework.  ,0
The Company also undertakes a thorough analysis of the potential risks and opportunities arising from the Group's social and environmental performance.  ,0
"The Board's Corporate Governance Statement, revised in December 2005, sets out the Company's commitment to sound corporate governance.  ",0
The Group is committed to managing its business and operations responsibly and to protecting the environment.  ,1
Each of the following investment vehicles is governed by the board of trustees of the relevant trust.  ,0
"The company is committed to the highest standards of corporate governance, which it considers to be an integral part of its activities.  ",0
"The value of this Group contribution was €1,624,000 in 2010 and €1,320,000 in 2011.  ",0
"In 2017, we worked with a supplier to address their compliance with the Modern Slavery Act (2015) and we are satisfied that they have taken appropriate action in response to the issues raised. ",0
We are moving to a living wage for all our employees by 2022.  ,0
We aim to increase the proportion of our staff that have been through the train-the-trainer programme.  ,0
"This is to be done by enhancing the policies, procedures and practices.  ",0
"The Board is committed to ensuring that the Company operates in accordance with the highest ethical standards, and takes its responsibility to uphold ethical business practices seriously.  ",0
"We are proud to be supporting the United Nations Sustainable Development Goals, which include a target to enable sustainable consumption and production patterns.  ",1
The social impact of our work is one of the key non-financial factors we consider when assessing our overall performance and when making decisions about future projects.  ,0
"The report covers our performance on the key social and environmental issues that contribute to the Group's economic, environmental and social sustainability.  ",1
The Board is ultimately responsible for the Company's overall strategic direction and the protection of its long-term interests.  ,0
The Group¿s environmental policy is to comply with the applicable legal and regulatory requirements and to implement best practices.  ,1
The Company is committed to operating in accordance with high ethical standards and is committed to operating in a manner that is consistent with good corporate governance.  ,0
"Over the last year, we have been working hard to ensure that our business is sustainable.  ",1
We are dedicated to the safety and well-being of our employees and contractors.  ,0
"A number of factors may affect the time taken to resolve a complaint, such as the nature of the complaint and the number of other complaints at the same time.  ",0
"The Company's values as an employer are based on fair and transparent treatment of all employees, regardless of gender, race, nationality, religion, sexual orientation, age, disability, marital status or family status.  ",0
We are committed to operational excellence and quality of service.  ,0
"Decent Work and Development Impact Goals The Group's vision is to be a leader in sustainable palm oil production in Indonesia that contributes to the economic, social and environmental development of local communities.  ",0
The company's target is to reduce the environmental footprint of its operations to 90% of the global industry average by 2030.  ,1
